Date,Town,State/Province,Latitude,Longitude,Number
3/16/2021,Duncan,OK,34.5,-98,1
3/16/2021,Durant,OK,34,-96.4,1
3/16/2021,Edinburg,TX,26.3,-98.2,1
3/16/2021,Edmond,OK,35.7,-97.4,1
3/16/2021,Horseshoe Bay,TX,30.5,-98.3,3
3/16/2021,Houston,TX,29.8,-95.4,1
3/16/2021,Jacksonville,FL,30.3,-81.7,1
3/16/2021,Marble Falls,TX,30.6,-98.4,2
3/16/2021,Mckinney,TX,33.2,-96.7,0
3/16/2021,Muskogee,OK,35.8,-95.4,1
3/16/2021,Norman,OK,35.2,-97.4,1
3/16/2021,Norman,OK,35.2,-97.4,1
3/16/2021,Norman,OK,35.2,-97.5,1
3/16/2021,Norman,OK,35.2,-97.5,1
3/16/2021,Oklahoma City,OK,35.6,-97.6,1
3/16/2021,Pflugerville,TX,30.4,-97.6,2
3/16/2021,Piedmont,OK,35.6,-97.7,1
3/16/2021,Plano,TX,33,-96.8,1
3/16/2021,Proctor,OK,36,-94.7,1
3/16/2021,Sachse,TX,33,-96.6,2
3/16/2021,Salado,TX,30.9,-97.5,2
3/16/2021,San Antonio,TX,29.4,-98.5,1
3/16/2021,Spring,TX,30.2,-95.5,1
3/16/2021,Spring Branch,TX,29.9,-98.3,2
3/16/2021,Spring Branch,TX,29.9,-98.3,2
3/16/2021,Springdale,AR,36.2,-94.1,1
3/16/2021,Tishomingo,OK,34.2,-96.7,1
3/16/2021,Tustin,CA,33.8,-117.8,2
3/16/2021,West Covina,CA,34.1,-118,2
3/16/2021,Woodway,TX,31.5,-97.2,1
3/16/2021,Yukon,OK,35.5,-97.8,1
3/15/2021,Alpine,TX,30.4,-103.7,4
3/15/2021,Arteaga,Coahuila de Zaragoza,25.4,-100.6,1
3/15/2021,Austin,TX,30.3,-97.8,6
3/15/2021,Austin,TX,30.3,-97.8,6
3/15/2021,Austin,TX,30.3,-97.9,1
3/15/2021,Austin,TX,30.2,-97.7,1
3/15/2021,Austin,TX,30.4,-97.9,1
3/15/2021,Austin,TX,30.3,-97.7,10
3/15/2021,Austin,TX,30.2,-97.7,6
3/15/2021,Austin,TX,30.3,-97.7,1
3/15/2021,Bayview,TX,26.1,-97.4,6
3/15/2021,Benton,AR,34.6,-92.6,1
3/15/2021,Boerne,TX,29.9,-98.6,1
3/15/2021,Boerne,TX,29.9,-98.6,1
3/15/2021,Canyon Lake,TX,29.9,-98.2,0
3/15/2021,Clarkesville,GA,34.7,-83.5,1
3/15/2021,Cleburne,TX,32.3,-97.4,1
3/15/2021,Dallas,TX,32.8,-96.7,2
3/15/2021,Flatonia,TX,29.9,-97.2,1
3/15/2021,Frisco,TX,33.2,-96.8,1
3/15/2021,Glen Rose,TX,32.1,-97.9,2
3/15/2021,Helotes,TX,29.6,-98.7,3
3/15/2021,Howe,OK,35,-94.6,1
3/15/2021,Interlachen,FL,29.6,-81.9,1
3/15/2021,La Puente,CA,34,-117.9,1
3/15/2021,Leander,TX,30.6,-97.8,1
3/15/2021,Longview,TX,32.4,-94.6,1
3/15/2021,Magnolia,TX,30.2,-95.8,1
3/15/2021,Magnolia,TX,30.2,-95.8,1
3/15/2021,Mckinney,TX,33.2,-96.7,1
3/15/2021,Mckinney,TX,33.2,-96.6,2
3/15/2021,Mesquite,TX,32.8,-96.6,2
3/15/2021,Mount Pleasant,TX,33.2,-95,2
3/15/2021,Norman,OK,35.2,-97.4,1
3/15/2021,Norman,OK,35.2,-97.4,2
3/15/2021,Pflugerville,TX,30.4,-97.6,1
3/15/2021,Pico Rivera,CA,34,-118.1,1
3/15/2021,Plano,TX,33.1,-96.7,1
3/15/2021,Portales,NM,34.2,-103.3,1
3/15/2021,Purdon,TX,31.9,-96.6,0
3/15/2021,Ratliff City,OK,34.4,-97.6,1
3/15/2021,Richardson,TX,33,-96.8,1
3/15/2021,Richmond,TX,29.6,-95.7,1
3/15/2021,Rockwall,TX,32.9,-96.5,9
3/15/2021,Round Rock,TX,30.5,-97.7,2
3/15/2021,San Antonio,TX,29.6,-98.6,2
3/15/2021,San Antonio,TX,29.6,-98.6,2
3/15/2021,San Antonio,TX,29.5,-98.4,1
3/15/2021,San Antonio,TX,29.6,-98.6,2
3/15/2021,San Antonio,TX,29.6,-98.6,2
3/15/2021,San Antonio,TX,29.6,-98.6,2
3/15/2021,San Antonio,TX,29.6,-98.6,2
3/15/2021,San Antonio,TX,29.6,-98.6,2
3/15/2021,San Antonio,TX,29.4,-98.5,1
3/15/2021,San Antonio,TX,29.6,-98.6,2
3/15/2021,San Antonio,TX,29.5,-98.6,1
3/15/2021,San Antonio,TX,29.6,-98.6,2
3/15/2021,San Marcos,TX,29.9,-98,8
3/15/2021,San Marcos,TX,29.8,-98,3
3/15/2021,San Marcos,TX,29.9,-97.9,5
3/15/2021,Santa Catarina,NLE,25.7,-100.4,1
3/15/2021,Sunnyvale,TX,32.8,-96.6,3
3/15/2021,Tuscola,TX,32.3,-99.9,1
3/15/2021,Tye,TX,32.4,-99.9,1
3/15/2021,Yukon,OK,35.5,-97.7,2
3/14/2021,Ac�mbaro,GUA,20,-100.7,1
3/14/2021,Austin,TX,30.3,-97.7,2
3/14/2021,Austin,TX,30.4,-97.9,2
3/14/2021,Austin,TX,30.2,-97.9,5
3/14/2021,Center Point,TX,30,-99,1
3/14/2021,Cherokee,TX,31,-98.7,1
3/14/2021,Cibolo,TX,29.6,-98.2,1
3/14/2021,Cibolo,TX,29.6,-98.2,1
3/14/2021,College Station,TX,30.6,-96.3,5
3/14/2021,Comfort,TX,30,-98.9,2
3/14/2021,Dallas,TX,32.9,-96.8,1
3/14/2021,Denison,TX,33.8,-96.5,1
3/14/2021,Douglassville,TX,33.2,-94.4,1
3/14/2021,Georgetown,TX,30.6,-97.7,1
3/14/2021,Georgetown,TX,30.6,-97.8,1
3/14/2021,Helotes,TX,29.6,-98.7,5
3/14/2021,Killeen,TX,31.1,-97.7,1
3/14/2021,Killeen,TX,31.1,-97.7,1
3/14/2021,Leander,TX,30.4,-98,1
3/14/2021,Leander,TX,30.4,-98,1
3/14/2021,Linares,NLE,24.9,-99.6,6
3/14/2021,Little Elm,TX,33.2,-97,1
3/14/2021,Meridian,TX,32,-97.7,1
3/14/2021,Morrisville,NC,35.9,-78.8,1
3/14/2021,Ochopee,FL,25.9,-81.4,1
3/14/2021,Plano,TX,33,-96.7,1
3/14/2021,Ramos Arizpe,Coahuila de Zaragoza,25.5,-100.9,1
3/14/2021,San Antonio,TX,29.6,-98.4,2
3/14/2021,San Antonio,TX,29.5,-98.5,2
3/14/2021,San Antonio,TX,29.6,-98.5,1
3/14/2021,San Antonio,TX,29.5,-98.5,1
3/14/2021,Santiago,NLE,25.5,-100.2,1
3/14/2021,Tampa,FL,28,-82.5,1
3/14/2021,Temple,TX,31.1,-97.3,2
3/14/2021,Temple,TX,31.1,-97.3,2
3/14/2021,Wylie,TX,33,-96.5,1
3/14/2021,Zaragoza,Coahuila de Zaragoza,28.5,-100.9,2
3/14/2021,Zephyrhills,FL,28.2,-82.2,3
3/13/2021,Aspermont,TX,33.1,-100.2,1
3/13/2021,Aspermont,TX,33.1,-100.2,1
3/13/2021,Athens,TX,32.2,-95.9,1
3/13/2021,Austin,TX,30.3,-97.8,1
3/13/2021,Cedar Creek,TX,30.1,-97.6,1
3/13/2021,Dallas,TX,33,-96.8,1
3/13/2021,Dallas,TX,33,-96.8,1
3/13/2021,Frederick,OK,34.5,-98.9,1
3/13/2021,Houston,TX,29.9,-95.2,1
3/13/2021,Houston,TX,29.7,-95.3,1
3/13/2021,Houston,TX,29.7,-95.3,1
3/13/2021,Hugo,OK,34.1,-95.6,1
3/13/2021,Huntsville,TX,30.7,-95.6,1
3/13/2021,Katy,TX,29.8,-95.8,3
3/13/2021,Kemah,TX,29.5,-95.1,1
3/13/2021,Lafayette,LA,30.2,-92,2
3/13/2021,Linares,NLE,24.9,-99.6,1
3/13/2021,Magnolia,TX,30.2,-95.8,1
3/13/2021,Malakoff,TX,32.2,-96.1,1
3/13/2021,Missouri City,TX,29.6,-95.6,1
3/13/2021,Mount Wilson,CA,34.2,-118.1,1
3/13/2021,New Braunfels,TX,29.7,-98.1,1
3/13/2021,New Braunfels,TX,29.7,-98.1,1
3/13/2021,New Braunfels,TX,29.7,-98.1,1
3/13/2021,New Braunfels,TX,29.7,-98.1,1
3/13/2021,New Braunfels,TX,29.7,-98.1,1
3/13/2021,Ontario,CA,34.1,-117.7,1
3/13/2021,Ontario,CA,34.1,-117.7,1
3/13/2021,Plainview,TX,34.2,-101.7,1
3/13/2021,Rockport,TX,28,-97,3
3/13/2021,Round Rock,TX,30.5,-97.7,1
3/13/2021,San Antonio,TX,29.7,-98.3,6
3/13/2021,San Antonio,TX,29.6,-98.5,1
3/13/2021,San Dimas,CA,34.1,-117.8,1
3/13/2021,Temple,TX,31.1,-97.4,1
3/13/2021,Willis,TX,30.4,-95.6,1
3/12/2021,,TX,30.2,-95.6,1
3/12/2021,Ac�mbaro,GUA,20.1,-100.8,3
3/12/2021,Ac�mbaro,GUA,20.1,-100.8,4
3/12/2021,Ac�mbaro,GUA,20,-100.7,3
3/12/2021,Arlington,TX,32.6,-97.2,1
3/12/2021,Austin,TX,30.3,-97.9,1
3/12/2021,Austin,TX,30.3,-97.8,1
3/12/2021,Big Bend National Park,TX,29.2,-103.4,1
3/12/2021,Big Bend National Park,TX,29.2,-103.4,1
3/12/2021,Kerrville,TX,30,-99.1,5
3/12/2021,Kerrville,TX,30,-99.1,5
3/12/2021,Lakeland,FL,28,-81.9,1
3/12/2021,League City,TX,29.5,-95.2,1
3/12/2021,Marietta,GA,34,-84.5,1
3/12/2021,Midland,TX,32,-102.2,1
3/12/2021,Midland,TX,32,-102.2,1
3/12/2021,Montgomery,TX,30.4,-95.8,1
3/12/2021,Moody,TX,31.3,-97.3,2
3/12/2021,Oakland,CA,37.8,-122.3,1
3/12/2021,Pflugerville,TX,30.4,-97.6,1
3/12/2021,Rockledge,FL,28.3,-80.7,0
3/12/2021,San Antonio,TX,29.7,-98.3,6
3/12/2021,San Antonio,TX,29.6,-98.6,1
3/12/2021,Spring,TX,30.2,-95.5,1
3/12/2021,Spring,TX,30.2,-95.5,1
3/12/2021,Spring Branch,TX,29.9,-98.5,1
3/12/2021,Van Alstyne,TX,33.4,-96.6,0
3/11/2021,Austin,TX,30.3,-97.7,1
3/11/2021,Birmingham,AL,33.5,-86.7,1
3/11/2021,Boerne,TX,29.8,-98.7,1
3/11/2021,Boerne,TX,29.8,-98.7,1
3/11/2021,Boerne,TX,29.8,-98.7,20
3/11/2021,Buda,TX,30.1,-97.8,0
3/11/2021,Colleyville,TX,32.9,-97.2,2
3/11/2021,Crockett,TX,31.3,-95.4,2
3/11/2021,Fort Worth,TX,32.8,-97.3,1
3/11/2021,Gause,TX,30.7,-96.7,1
3/11/2021,Haworth,OK,33.7,-94.6,0
3/11/2021,Mason,TX,30.7,-99.1,1
3/11/2021,Red Oak,TX,32.6,-96.9,0
3/11/2021,San Antonio,TX,29.6,-98.5,2
3/11/2021,San Luis de La Paz,GUA,21.2,-100.5,5
3/11/2021,Smithville,TX,30,-97.1,1
3/10/2021,Austin,TX,30.3,-97.8,1
3/10/2021,Driftwood,TX,30.1,-98,1
3/10/2021,Dripping Springs,TX,30.2,-98.2,1
3/10/2021,Fort Worth,TX,32.8,-97.3,1
3/10/2021,Iztapalapa,Ciudad de Mexico,19.4,-99,20
3/10/2021,Kountze,TX,30.4,-94.3,1
3/10/2021,Oldsmar,FL,28,-82.7,3
3/10/2021,Slidell,LA,30.3,-89.8,1
3/10/2021,Spring,TX,30.2,-95.5,1
3/10/2021,Vista,CA,33.2,-117.2,1
3/10/2021,Willis,TX,30.4,-95.6,1
3/10/2021,Zacatecas,ZAC,22.8,-102.6,1
3/9/2021,Pearland,TX,29.5,-95.4,1
3/9/2021,Port Isabel,TX,26.1,-97.3,1
3/9/2021,Tomball,TX,30.1,-95.5,1
3/8/2021,Rockport,TX,28.1,-97,1
3/8/2021,Tampa,FL,28,-82.5,1
3/8/2021,Zapopan,JAL,20.7,-103.4,1
3/7/2021,Antlers,OK,34.2,-95.6,1
3/7/2021,Arlington,TX,32.7,-97.1,8
3/7/2021,Cameron,LA,29.8,-93.3,50
3/7/2021,Jacala de Ledezma,HID,20.9,-99.1,3
3/7/2021,Jacksonville,FL,30.2,-81.6,1
3/7/2021,New Orleans,LA,30,-90,1
3/7/2021,New Orleans,LA,30,-90,1
3/7/2021,Port Bolivar,TX,29.5,-94.6,2
3/7/2021,Port Isabel,TX,26.1,-97.3,1
3/7/2021,Port Lavaca,TX,28.6,-96.6,1
3/6/2021,Ac�mbaro,GUA,20,-100.7,1
3/6/2021,Bellaire,TX,29.7,-95.5,1
3/6/2021,G�mez Far�as,TAM,23,-99.1,8
3/6/2021,Hackberry,LA,30,-93.3,100
3/6/2021,Houston,TX,29.8,-95.4,1
3/6/2021,Houston,TX,29.8,-95.6,1
3/6/2021,Montgomery,TX,30.4,-95.6,1
3/6/2021,Victoria,TAM,23.7,-99.1,1
3/5/2021,Ac�mbaro,GUA,20,-100.7,1
3/5/2021,Denton,TX,33.1,-97.1,0
3/5/2021,Fort Lauderdale,FL,26.1,-80.4,5
3/5/2021,Katy,TX,29.8,-95.7,3
3/5/2021,Lake Charles,LA,30.2,-93.2,100
3/5/2021,Padre Island,Nueces County,27.7,-97.1,1
3/5/2021,Rioverde,SLP,22.1,-100,2
3/5/2021,Waller,TX,30.1,-95.9,1
3/5/2021,Waller,TX,30.1,-95.9,1
3/5/2021,Waller,TX,30.1,-95.9,1
3/4/2021,Carlsbad,CA,33.1,-117.2,1
3/4/2021,M�zquiz,Coahuila de Zaragoza,27.9,-101.5,1
3/4/2021,San Pedro Garza García,NLE,25.7,-100.4,1
3/4/2021,Santa Maria,CA,34.9,-120.4,1
3/3/2021,Carrollton,TX,33,-96.9,3
3/3/2021,Oakland,CA,37.8,-122.2,1
3/3/2021,Ocala,FL,29.1,-82.3,1
3/3/2021,Victoria,TAM,23.6,-99.2,1
3/2/2021,Davenport,FL,28.2,-81.6,2
3/2/2021,Fallbrook,CA,33.4,-117.2,1
3/2/2021,Long Beach,CA,33.8,-118.2,1
3/2/2021,Tequisquiapan,QUE,20.5,-99.9,20
3/1/2021,Houston,TX,29.8,-95.4,0
2/27/2021,Brea,CA,33.9,-117.9,2
2/27/2021,Irvine,CA,33.7,-117.8,1
2/26/2021,Simi Valley,CA,34.3,-118.8,1
2/26/2021,Thousand Oaks,CA,34.2,-118.9,1
2/25/2021,Glendora,CA,34.1,-117.8,1
2/25/2021,Montrose,CA,34.2,-118.2,1
2/25/2021,Montrose,CA,34.2,-118.2,1
2/24/2021,El Sobrante,CA,38,-122.3,1
2/24/2021,San Juan Capistrano,CA,33.5,-117.7,1
2/23/2021,Ac�mbaro,GUA,20.1,-100.7,1
2/23/2021,Colfax,CA,39,-121,1
2/23/2021,Palo Alto,CA,37.5,-122.1,1
2/23/2021,San Diego,CA,32.8,-117.2,1
2/22/2021,Ac�mbaro,GUA,20.2,-100.7,3
2/22/2021,Acambaro,GUA,20.2,-100.7,3
2/22/2021,Ac�mbaro,GUA,20,-100.7,2
2/22/2021,Acámbaro,GUA,20,-100.7,2
2/22/2021,Tarimoro,GUA,20.2,-100.7,3
2/20/2021,Menlo Park,CA,37.5,-122.1,1
2/18/2021,Hemet,CA,33.7,-117,3
2/17/2021,Palo Alto,CA,37.4,-122.1,1
2/16/2021,Huntington Beach,CA,33.7,-118,3
2/7/2021,El Cajon,CA,32.8,-117,1
2/6/2021,San Diego,CA,32.8,-117.1,1
2/6/2021,Selkirk,Scotland,55.5,-2.8,0
2/1/2021,Lithia,FL,27.8,-82.2,1
1/10/2021,Thousand Oaks,CA,34.2,-118.9,1
1/6/2021,Broken Arrow,OK,36.1,-95.7,1
,,,,,
